city_ascii,lat,lng,country
Jalandhar,31.3349,75.569,India
Zhenjiang,32.22,119.43,China
Valparaiso,-33.0478,-71.621,Chile
Pingdingshan,33.7304,113.3,China
Zunyi,27.7,106.92,China
Anshun,26.2504,105.93,China
Toulouse,43.62,1.4499,France
El Paso,31.8479,-106.4309, United States
Iguacu,-22.74,-43.47,Brazil
Bhubaneshwar,20.2704,85.8274,India
Voronezh,51.73,39.27,Russia
Saratov,51.58,46.03,Russia
Yuci,37.6804,112.73,China
Yancheng,33.3856,120.1253,China
Cuernavaca,18.9211,-99.24,Mexico
Linfen,36.0803,111.52,China
Honolulu,21.3294,-157.846, United States
Warri,5.52,5.76,Nigeria
Basel,47.5804,7.59,Switzerland
San Miguel de Tucuman,-26.816,-65.2166,Argentina
Kermanshah,34.38,47.06,Iran
Thessaloniki,40.6961,22.885,Greece
Omaha,41.2628,-96.0498, United States
Kota,25.18,75.835,India
Braga,41.555,-8.4213,Portugal
Jhansi,25.453,78.5575,India
Rongjiawan,29.3801,113.1,China
Nottingham,52.9703,-1.17,United Kingdom
Agadir,30.44,-9.62,Morocco
Butterworth,5.4171,100.4,Malaysia
Bareilly,28.3454,79.42,India
Jos,9.93,8.89,Nigeria
Xingyi,25.0904,104.89,China
Cebu City,10.32,123.9001,Philippines
Arequipa,-16.42,-71.53,Peru
Liverpool,53.416,-2.918,United Kingdom
Wuhu,31.3504,118.37,China
Langfang,39.5204,116.68,China
Rajshahi,24.375,88.605,Bangladesh
Zhaotong,27.3204,103.72,China
Culiacan,24.83,-107.38,Mexico
Valencia,39.485,-0.4,Spain
Lingyuan,41.24,119.4011,China
Cuiaba,-15.5696,-56.085,Brazil
Quy Nhon,13.78,109.18,Vietnam
Malang,-7.98,112.61,Indonesia
Aligarh,27.8922,78.0618,India
L'viv,49.835,24.03,Ukraine
Bordeaux,44.85,-0.595,France
McAllen,26.2273,-98.2471, United States
Baojishi,34.38,107.15,China
Pekanbaru,0.565,101.425,Indonesia
Oran,35.71,-0.62,Algeria
Yingkou,40.6703,122.28,China
Bhiwandi,19.35,73.13,India
Liaoyang,41.28,123.18,China
Chihuahua,28.645,-106.085,Mexico
Jammu,32.7118,74.8467,India
Melaka,2.2064,102.2465,Malaysia
Zaporizhzhya,47.8573,35.1768,Ukraine
Moradabad,28.8418,78.7568,India
Antalya,36.89,30.7,Turkey
Al Hudaydah,14.7979,42.953,Yemen
Campo Grande,-20.45,-54.6166,Brazil
Shaoxing,30.0004,120.57,China
Yichun,47.6999,128.9,China
Mangalore,12.9,74.85,India
Wuppertal,51.25,7.17,Germany
Cheongju,36.6439,127.5012,South Korea
Zamboanga City,6.92,122.08,Philippines
Hamhung,39.9101,127.5454,"Korea, North"
Fuyang,30.0533,119.9519,China
Ilorin,8.49,4.55,Nigeria
Saarbrucken,49.2504,6.97,Germany
Fuxin,42.0105,121.66,China
Shiyan,32.57,110.78,China
Quetta,30.22,67.025,Pakistan
Trujillo,-8.12,-79.02,Peru
Kananga,-5.89,22.4,Congo (Kinshasa)
Trabzon,40.98,39.72,Turkey
Jincheng,35.5004,112.83,China
Albuquerque,35.1053,-106.6464, United States
Lodz,51.775,19.4514,Poland
Krakow (Cracow),50.06,19.96,Poland
Saltillo,25.42,-101.005,Mexico
Sao Jose dos Campos,-23.2,-45.8799,Brazil
Hungnam,39.8231,127.6232,"Korea, North"
Ta`izz,13.6045,44.0394,Yemen
Pietermaritzburg,-29.61,30.39,South Africa
Tangier,35.7473,-5.8327,Morocco
Hsinchu,24.8168,120.9767,Taiwan
Changhua,24.0734,120.5134,Taiwan
Kolhapur,16.7,74.22,India
Farg`ona,40.39,71.78,Uzbekistan
Namangan,41,71.67,Uzbekistan
Liege,50.63,5.58,Belgium
Ciudad Guayana,8.37,-62.62,Venezuela
Birmingham,33.5277,-86.7987, United States
Hegang,47.4,130.37,China
Naga City,13.6192,123.1814,Philippines
Gdansk,54.36,18.64,Poland
Ansan,37.3481,126.8595,South Korea
Nuremberg,49.45,11.08,Germany
Oyo,7.8504,3.93,Nigeria
Amravati,20.95,77.77,India
Denpasar,-8.65,115.22,Indonesia
Sokoto,13.06,5.24,Nigeria
Beihai,21.4804,109.1,China
Bremen,53.08,8.8,Germany
As Sulaymaniyah,35.5613,45.4309,Iraq
Hannover,52.367,9.7167,Germany
Cucuta,7.92,-72.52,Colombia
Hamilton,43.25,-79.83,Canada
Moshi,-3.3396,37.34,Tanzania
Shaoguan,24.8,113.58,China
Kumamoto,32.8009,130.7006,Japan
Dayton,39.7797,-84.1998, United States
Xinpu,34.6004,119.17,China
Acapulco de Juarez,16.85,-99.916,Mexico
Kandahar,31.61,65.6949,Afghanistan
Dehra Dun,30.3204,78.05,India
Rochester,43.168,-77.6162, United States
Jeonju,35.8314,127.1404,South Korea
Samarkand,39.67,66.945,Uzbekistan
Qingyuan,23.7004,113.0301,China
Sarasota,27.3386,-82.543, United States
Changzhi,36.1839,113.1053,China
Tol'yatti,53.4804,49.53,Russia
Jaboatao,-8.11,-35.02,Brazil
Shizuoka,34.9858,138.3854,Japan
Bulawayo,-20.17,28.58,Zimbabwe
Soledad,10.92,-74.77,Colombia
Fresno,36.7831,-119.7941, United States
Meknes,33.9004,-5.56,Morocco
La Plata,-34.9096,-57.96,Argentina
Malegaon,20.5604,74.525,India
Enugu,6.45,7.5,Nigeria
Huangshi,30.22,115.1,China
Aracaju,-10.9,-37.12,Brazil
Allentown,40.5961,-75.4755, United States
Bonn,50.7205,7.08,Germany
San Pedro Sula,15.5,-88.03,Honduras
Nellore,14.44,79.9899,India
Catania,37.5,15.08,Italy
Gorakhpur,26.7504,83.38,India
Ipoh,4.6,101.065,Malaysia
Ch'ongjin,41.7846,129.79,"Korea, North"
Tulsa,36.1284,-95.9043, United States
Utsunomiya,36.55,139.87,Japan
Puyang Chengguanzhen,35.7004,114.98,China
An Najaf,32.0003,44.3354,Iraq
Sao Jose dos Pinhais,-25.57,-49.18,Brazil
Santo Andre,-23.6528,-46.5278,Brazil
Bytom,50.35,18.91,Poland
Pointe-Noire,-4.77,11.88,Congo (Brazzaville)
At Ta'if,21.2622,40.3823,Saudi Arabia
Ismailia,30.5903,32.26,Egypt
Concord,37.9722,-122.0016, United States
Shimoga,13.9304,75.56,India
Bien Hoa,10.97,106.8301,Vietnam
Xiping,25.6005,103.8166,China
Kryvyy Rih,47.9283,33.345,Ukraine
Irbid,32.55,35.85,Jordan
Tiruppur,11.0804,77.33,India
Andijon,40.79,72.34,Uzbekistan
Krasnodar,45.02,39,Russia
Zaragoza,41.65,-0.89,Spain
Genoa,44.41,8.93,Italy
Diyarbakir,37.9204,40.23,Turkey
Morelia,19.7334,-101.1895,Mexico
Ul'yanovsk,54.33,48.41,Russia
Utrecht,52.1003,5.12,Netherlands
Kikwit,-5.03,18.85,Congo (Kinshasa)
Al Hufuf,25.3487,49.5856,Saudi Arabia
Yogyakarta,-7.78,110.375,Indonesia
Wroclaw,51.1104,17.03,Poland
Winnipeg,49.883,-97.166,Canada
Izhevsk,56.85,53.23,Russia
Cape Coral,26.6445,-81.9955, United States
Springfield,42.1155,-72.5395, United States
Zhuozhou,39.5401,115.79,China
Raurkela,22.2304,84.83,India
Quebec City,46.84,-71.2456,Canada
Poznan,52.4058,16.8999,Poland
Colorado Springs,38.8674,-104.7606, United States
Port Said,31.26,32.29,Egypt
Nanded,19.17,77.3,India
Bannu,32.989,70.5986,Pakistan
Southend-on-Sea,51.55,0.72,United Kingdom
Dresden,51.05,13.75,Germany
Wiesbaden,50.0804,8.25,Germany
Charleston,32.8151,-79.963, United States
Changping,40.2248,116.1944,China
Palu,-0.907,119.833,Indonesia
Taizhou,32.4904,119.9,China
Xingtai,37.05,114.5,China
Samsun,41.28,36.3437,Turkey
Luxor,25.7,32.65,Egypt
Belgaum,15.865,74.505,India
Pontianak,-0.03,109.32,Indonesia
Yaroslavl',57.62,39.87,Russia
Constantine,36.36,6.5999,Algeria
Banjarmasin,-3.33,114.5801,Indonesia
Grand Rapids,42.9615,-85.6557, United States
Kirkuk,35.4722,44.3923,Iraq
Sangli,16.8604,74.575,India
Barcelona,10.1304,-64.72,Venezuela
Mission Viejo,33.6095,-117.655, United States
Suhaj,26.5504,31.7,Egypt
Al Mansurah,31.0504,31.38,Egypt
Canoas,-29.92,-51.18,Brazil
Barnaul,53.355,83.745,Russia
Zahedan,29.5,60.83,Iran
Jalalabad,34.4415,70.4361,Afghanistan
Albany,42.6664,-73.7987, United States
Chiclayo,-6.7629,-79.8366,Peru
Hermosillo,29.0989,-110.9541,Mexico
Chanda,19.97,79.3,India
Al Hillah,32.4721,44.4217,Iraq
Al Hillah,23.4895,46.7564,Saudi Arabia
Rasht,37.3,49.63,Iran
Nagano,36.65,138.17,Japan
Vinh,18.7,105.68,Vietnam
Abeokuta,7.1604,3.35,Nigeria
Kayseri,38.735,35.49,Turkey
Samarinda,-0.5,117.15,Indonesia
Ajmer,26.45,74.64,India
Dortmund,51.53,7.45,Germany
Vladivostok,43.13,131.91,Russia
Irkutsk,52.32,104.245,Russia
Knoxville,35.9692,-83.9496, United States
Blantyre,-15.79,34.9899,Malawi
Baton Rouge,30.4419,-91.131, United States
Anqing,30.5,117.05,China
Cuttack,20.47,85.8899,India
Hachioji,35.6577,139.3261,Japan
Khabarovsk,48.455,135.12,Russia
Veracruz,19.1773,-96.16,Mexico
Kisangani,0.52,25.22,Congo (Kinshasa)
Kerman,30.3,57.08,Iran
Orumiyeh,37.53,45,Iran
Bikaner,28.0304,73.3299,India
Quetzaltenango,14.83,-91.52,Guatemala
Bakersfield,35.353,-119.0359, United States
Ogden,41.228,-111.9677, United States
Shihezi,44.3,86.0299,China
Kuching,1.53,110.33,Malaysia
Shuozhou,39.3004,112.42,China
Niigata,37.92,139.04,Japan
Pereira,4.8104,-75.68,Colombia
Macau,22.203,113.545,Macau
New Haven,41.3112,-72.9246, United States
Bouake,7.69,-5.03,Côte D’Ivoire
Columbia,34.0376,-80.9037, United States
Akron,41.0798,-81.5219, United States
Binjai,3.6204,98.5001,Indonesia
Uberlandia,-18.9,-48.28,Brazil
Sorocaba,-23.49,-47.47,Brazil
Wusong,30.9504,117.78,China
Weihai,37.5,122.1,China
Mar del Plata,-38,-57.58,Argentina
Santiago de Cuba,20.025,-75.8213,Cuba
Siping,43.17,124.33,China
Kagoshima,31.586,130.5611,Japan
Surakarta,-7.565,110.825,Indonesia
Makhachkala,42.98,47.5,Russia
Bhavnagar,21.7784,72.13,India
Uyo,5.008,7.85,Nigeria
Bristol,51.45,-2.5833,United Kingdom
Bahawalpur,29.39,71.675,Pakistan
Kenitra,34.2704,-6.58,Morocco
Ribeirao Preto,-21.17,-47.83,Brazil
Kanazawa,36.56,136.64,Japan
Orenburg,51.78,55.11,Russia
Malaga,36.7204,-4.42,Spain
Tabuk,28.3838,36.555,Saudi Arabia
Puerto La Cruz,10.17,-64.68,Venezuela
Jiujiang,29.73,115.98,China
Hisar,29.17,75.725,India
Kashgar,39.4763,75.9699,China
Matola,-25.9696,32.46,Mozambique
Bilaspur,22.0904,82.16,India
Sargodha,32.0854,72.675,Pakistan
Leipzig,51.3354,12.41,Germany
Tinnevelly,8.7304,77.69,India
Cancun,21.17,-86.83,Mexico
Yangzhou,32.4,119.43,China
Novokuznetsk,53.75,87.115,Russia
Latakia,35.54,35.78,Syria
Heroica Matamoros,25.88,-97.5,Mexico
Goteborg,57.75,12,Sweden
Otsu,35.0064,135.8674,Japan
Tomsk,56.495,84.975,Russia
Linxia Chengguanzhen,35.6,103.2,China
Matsuyama,33.8455,132.7658,Japan
Rouen,49.4304,1.08,France
Jiangmen,22.5804,113.08,China
Oaxaca,17.0827,-96.6699,Mexico
Beira,-19.82,34.87,Mozambique
Guntur,16.33,80.45,India
Tripoli,34.42,35.87,Lebanon
Hamadan,34.796,48.515,Iran
Cangzhou,38.3204,116.87,China
Kota Kinabalu,5.98,116.11,Malaysia
Gold Coast,-28.0815,153.4482,Australia
Ji'an,27.1304,115,China
Londrina,-23.3,-51.18,Brazil
Ryazan',54.62,39.72,Russia
Shashi,30.32,112.23,China
Bello,6.33,-75.57,Colombia
Tyumen',57.14,65.53,Russia
Lipetsk,52.62,39.64,Russia
Shiliguri,26.7204,88.455,India
Eskisehir,39.795,30.53,Turkey
Banda Aceh,5.55,95.32,Indonesia
Ujjain,23.1904,75.79,India
Salta,-24.7834,-65.4166,Argentina
Penza,53.18,45,Russia
Blida,36.4203,2.83,Algeria
Mykolayiv,46.9677,31.9843,Ukraine
Karbala',32.6149,44.0245,Iraq
Suez,30.005,32.5499,Egypt
Gliwice,50.3304,18.67,Poland
Bukittinggi,-0.3031,100.3615,Indonesia
Liaoyuan,42.9,125.13,China
Kota Bharu,6.12,102.23,Malaysia
Jundiai,-23.2,-46.88,Brazil
Edinburgh,55.9483,-3.2191,United Kingdom
Tlaxcala,19.32,-98.23,Mexico
Provo,40.2457,-111.6457, United States
Arak,34.0804,49.7,Iran
Davangere,14.47,75.92,India
Vina del Mar,-33.03,-71.54,Chile
Pingtung,22.6817,120.4817,Taiwan
Annaba,36.92,7.76,Algeria
Akola,20.71,77.01,India
Brighton,50.8303,-0.17,United Kingdom
Astrakhan',46.3487,48.055,Russia
Bradford,53.8,-1.75,United Kingdom
Bari,41.1142,16.8728,Italy
Damanhur,31.0504,30.47,Egypt
Al Minya,28.09,30.75,Egypt
Taoyuan District,24.9889,121.3111,Taiwan
Keelung,25.1333,121.7333,Taiwan
San Lorenzo,-25.34,-57.52,Paraguay
Pasuruan,-7.6296,112.9,Indonesia
Chiayi,23.4755,120.4351,Taiwan
Thai Nguyen,21.6,105.83,Vietnam
Awka,6.2104,7.07,Nigeria
Shuangyashan,46.6704,131.35,China
Mazatan,29.0171,-110.1333,Mexico
Tsu,34.7171,136.5167,Japan
Mataram,-8.5795,116.135,Indonesia
Macapa,0.033,-51.05,Brazil
Worcester,42.2705,-71.8079, United States
Reynosa,26.08,-98.3,Mexico
Shahrisabz,39.0618,66.8315,Uzbekistan
Mesa,33.4017,-111.7181, United States
Duma,33.5833,36.4,Syria
Mwanza,-2.52,32.93,Tanzania
Wuwei,37.928,102.641,China
Palm Bay,27.955,-80.6628, United States
Port Sudan,19.6158,37.2164,Sudan
Santa Fe,-31.6239,-60.69,Argentina
Tula,54.2,37.6299,Russia
Bani Suwayf,29.0804,31.09,Egypt
Yanji,42.8823,129.5128,China
Toledo,41.6639,-83.5822, United States
Bologna,44.5004,11.34,Italy
Brookhaven,40.8321,-72.9518, United States
Saharanpur,29.97,77.55,India
Murrieta,33.572,-117.1909, United States
Gulbarga,17.35,76.82,India
Bhatpara,22.8504,88.52,India
Wichita,37.6897,-97.3441, United States
Ile-Ife,7.4804,4.56,Nigeria
Feira de Santana,-12.25,-38.97,Brazil
Shah Alam,3.0667,101.55,Malaysia
Mariupol',47.0962,37.5562,Ukraine
Des Moines,41.5725,-93.6105, United States
Tuxtla,16.75,-93.15,Mexico
Herat,34.33,62.17,Afghanistan
Homyel',52.43,31,Belarus
Zhaoqing,23.0504,112.45,China
Americana,-22.7499,-47.33,Brazil
Dhulia,20.9,74.77,India
Ostrava,49.8304,18.25,Czech Republic
Yazd,31.9201,54.37,Iran
Sialkot City,32.52,74.56,Pakistan
Kemerovo,55.34,86.09,Russia
Nazret,8.55,39.27,Ethiopia
Staten Island,40.5834,-74.1496, United States
Jiaojiangcun,28.6804,121.45,China
Chaoyang,41.5504,120.42,China
Juiz de Fora,-21.77,-43.375,Brazil
Udaipur,24.6,73.73,India
Long Beach,33.798,-118.1675, United States
Greenville,34.8362,-82.3649, United States
Kocaeli,40.776,29.9306,Turkey
Piraeus,37.95,23.7,Greece
Shymkent,42.32,69.595,Kazakhstan
Iligan,8.1712,124.2154,Philippines
Qazvin,36.27,50,Iran
Calabar,4.9604,8.33,Nigeria
Malatya,38.3704,38.3,Turkey
Dadukou,26.55,101.73,China
Bandar `Abbas,27.2041,56.2721,Iran
Naberezhnyye Chelny,55.7,52.3199,Russia
Hamah,35.1503,36.73,Syria
Cranbourne,-38.0996,145.2834,Australia
Iquitos,-3.75,-73.25,Peru
Mazar-e Sharif,36.7,67.1,Afghanistan
Leicester,52.63,-1.1332,United Kingdom
Kirov,58.5901,49.67,Russia
Jingdezhen,29.2704,117.18,China
Durango,24.0311,-104.67,Mexico
Jambi,-1.59,103.61,Indonesia
Volta Redonda,-22.5196,-44.095,Brazil
Hengshui,37.72,115.7,China
Sfax,34.75,10.72,Tunisia
Sunderland,54.92,-1.38,United Kingdom
Xalapa,19.53,-96.92,Mexico
Luhans'k,48.5698,39.3344,Ukraine
Manado,1.48,124.85,Indonesia
Qaraghandy,49.885,73.115,Kazakhstan
An Nasiriyah,31.0429,46.2676,Iraq
Oshawa,43.88,-78.85,Canada
Taihecun,45.8,130.85,China
Belfast,54.6,-5.96,United Kingdom
Sanliurfa,37.17,38.795,Turkey
Chengde,40.9604,117.93,China
Jiangguanchi,34.0204,113.82,China
Chlef,36.1704,1.32,Algeria
Oita,33.2432,131.5979,Japan
Baguio City,16.43,120.5699,Philippines
San Juan,-31.55,-68.52,Argentina
Cheboksary,56.13,47.25,Russia
Ado-Ekiti,7.6304,5.22,Nigeria
Balikpapan,-1.25,116.83,Indonesia
Bellary,15.15,76.915,India
Bamenda,5.96,10.15,Cameroon
Gent,51.03,3.7,Belgium
Tokushima,34.0674,134.5525,Japan
Little Rock,34.7255,-92.358, United States
Wuzhou,23.48,111.32,China
Portsmouth,50.8003,-1.08,United Kingdom
Harrisburg,40.2752,-76.8843, United States
Cabimas,10.43,-71.45,Venezuela
Foz do Iguacu,-25.5235,-54.53,Brazil
Denton,33.2176,-97.1419, United States
Wakayama,34.2231,135.1677,Japan
Strasbourg,48.58,7.75,France
Madison,43.0827,-89.3923, United States
Mawlamyine,16.5004,97.67,Burma
San Cristobal,7.77,-72.25,Venezuela
Nantes,47.2104,-1.59,France
Khujand,40.29,69.6199,Tajikistan
Guangyuan,32.43,105.87,China
Khomeyni Shahr,32.7004,51.47,Iran
Garoua,9.3,13.39,Cameroon
Bukavu,-2.51,28.84,Congo (Kinshasa)
Tuticorin,8.82,78.13,India
Nagasaki,32.765,129.885,Japan
Pohang,36.0209,129.3715,South Korea
Kaliningrad,54.7,20.4973,Russia
Likasi,-10.97,26.78,Congo (Kinshasa)
Reno,39.5497,-119.8483, United States
Spanish Town,17.9833,-76.95,Jamaica
Port St. Lucie,27.2796,-80.3884, United States
San Luis,-33.3,-66.35,Argentina
Katsina,12.9904,7.6,Nigeria
Welkom,-27.97,26.73,South Africa
Santa Marta,11.2472,-74.2017,Colombia
Villahermosa,18,-92.9,Mexico
Bryansk,53.26,34.43,Russia
Bournemouth,50.73,-1.9,United Kingdom
Bengkulu,-3.8,102.27,Indonesia
Heidelberg,49.42,8.7,Germany
Oakland,37.7903,-122.2165, United States
Kurnool,15.83,78.03,India
Chaozhou,23.68,116.63,China
Batangas,13.7817,121.0217,Philippines
Gaya,24.8,85,India
Ibague,4.4389,-75.2322,Colombia
Ivanovo,57.01,41.01,Russia
Erzurum,39.9204,41.29,Turkey
Akure,7.2504,5.2,Nigeria
Asyut,27.19,31.1799,Egypt
Kolwezi,-10.7167,25.4724,Congo (Kinshasa)
Sukkur,27.7136,68.8486,Pakistan
Luohe,33.57,114.03,China
Campina Grande,-7.23,-35.88,Brazil
Kitchener,43.45,-80.5,Canada
Winston-Salem,36.1029,-80.261, United States
Middlesbrough,54.5804,-1.23,United Kingdom
Meizhou,24.3005,116.12,China
Ardabil,38.25,48.3,Iran
Magnitogorsk,53.4227,58.98,Russia
Gifu,35.4231,136.7628,Japan
Huancayo,-12.08,-75.2,Peru
Nha Trang,12.25,109.17,Vietnam
Maturin,9.75,-63.17,Venezuela
Zhangjiakou Shi Xuanhua Qu,40.5944,115.0243,China
Kursk,51.74,36.19,Russia
Oujda-Angad,34.69,-1.91,Morocco
Metz,49.1203,6.18,France
Al `Ayn,24.2305,55.74,United Arab Emirates
Jeju,33.5101,126.5219,South Korea
Osogbo,7.7704,4.56,Nigeria
Indio,33.7346,-116.2346, United States
Ipatinga,-19.4796,-42.52,Brazil
Szczecin,53.4204,14.53,Poland
Durham,35.9795,-78.9032, United States
Syracuse,43.0409,-76.1438, United States
Chattanooga,35.0657,-85.2487, United States
Murcia,37.98,-1.13,Spain
Tanta,30.7904,31,Egypt
Kitwe,-12.81,28.22,Zambia
Lancaster,40.042,-76.3012, United States
Zanzibar,-6.16,39.2,Tanzania
Taubate,-23.0195,-45.56,Brazil
Ghulja,43.9,81.35,China
Pasay City,14.5504,121,Philippines
Spokane,47.6671,-117.433, United States
Mbale,1.0904,34.17,Uganda
Palm Coast,29.5392,-81.246, United States
Kassala,15.46,36.39,Sudan
Sunch'on,39.4236,125.939,"Korea, North"
Tver',56.86,35.89,Russia
Sikar,27.6104,75.14,India
Jiangjiafan,31.0304,112.1,China
Surgut,61.2599,73.425,Russia
Tumkur,13.33,77.1,India
Gomez Palacio,25.5701,-103.5,Mexico
Buraydah,26.3664,43.9628,Saudi Arabia
Khmel'nyts'kyy,49.4249,27.0015,Ukraine
Eindhoven,51.43,5.5,Netherlands
Chiang Mai,18.8,98.98,Thailand
Piura,-5.21,-80.63,Peru
Horlivka,48.2996,38.0547,Ukraine
Arlington,32.6998,-97.1251, United States
Ndola,-12.9999,28.65,Zambia
Yuxi,24.38,102.57,China
Bonita Springs,26.3559,-81.7861, United States
Poughkeepsie,41.6949,-73.921, United States
Kisumu,-0.09,34.75,Kenya
Stockton,37.9766,-121.3111, United States
Quilon,8.9004,76.57,India
El Obeid,13.1833,30.2167,Sudan
Nyala,12.06,24.89,Sudan
Sandakan,5.843,118.108,Malaysia
Ahmadnagar,19.1104,74.75,India
Osh,40.5404,72.79,Kyrgyzstan
Stoke-on-Trent,53.0004,-2.18,United Kingdom
Bhilwara,25.3504,74.635,India
Oxnard,34.1962,-119.1819, United States
Comilla,23.4704,91.17,Bangladesh
Augusta,33.3645,-82.0708, United States
Scranton,41.4044,-75.6649, United States
Samut Prakan,13.6069,100.6115,Thailand
Grenoble,45.1804,5.72,France
Nampula,-15.136,39.293,Mozambique
Nizamabad,18.6704,78.1,India
Granada,37.165,-3.585,Spain
Brno,49.2004,16.61,Czech Republic
Coventry,52.4204,-1.5,United Kingdom
Alajuela,10.02,-84.23,Costa Rica
Iloilo,10.705,122.545,Philippines
Campos,-21.75,-41.32,Brazil
Resistencia,-27.46,-58.99,Argentina
Baicheng,45.62,122.82,China
Qarshi,38.8704,65.8,Uzbekistan
Misratah,32.38,15.1,Libya
Ha'il,27.5236,41.7001,Saudi Arabia
Boise,43.6007,-116.2312, United States
Bejaia,36.7604,5.07,Algeria
Southampton,50.9,-1.4,United Kingdom
Celaya,20.53,-100.8,Mexico
Pasto,1.2136,-77.2811,Colombia
Modesto,37.6374,-121.0028, United States
Caxias do Sul,-29.18,-51.17,Brazil
Nizhniy Tagil,57.92,59.975,Russia
Xichang,27.88,102.3,China
Dezhou,37.4504,116.3,China
Vigo,42.22,-8.73,Spain
Las Palmas de Gran Canaria,28.1,-15.43,Spain
Parbhani,19.2704,76.76,India
Karlsruhe,49,8.4,Germany
Zhoukou,33.6304,114.63,China
Makiyivka,48.0297,37.9746,Ukraine
Putian,25.4303,119.02,China
Kahramanmaras,37.61,36.945,Turkey
Manizales,5.06,-75.52,Colombia
Palma,39.5743,2.6542,Spain
Manukau City,-37,174.885,New Zealand
Shillong,25.5705,91.88,India
Khorramabad,33.4804,48.35,Iran
Villavicencio,4.1533,-73.635,Colombia
Sao Jose do Rio Preto,-20.7996,-49.39,Brazil
Kaunas,54.9504,23.88,Lithuania
Latur,18.4004,76.57,India
Kissimmee,28.3042,-81.4164, United States
Youngstown,41.0993,-80.6463, United States
Shache,38.4261,77.25,China
Seremban,2.7105,101.94,Malaysia
Denizli,37.7704,29.08,Turkey
Van,38.4954,43.4,Turkey
A Coruna,43.33,-8.42,Spain
Madan,30.3307,48.2797,Iran
Quzhou,28.9704,118.87,China
Rajapalaiyam,9.4204,77.58,India
Reading,51.47,-0.98,United Kingdom
Najran,17.5065,44.1316,Saudi Arabia
Mahilyow,53.8985,30.3247,Belarus
Al Qatif,26.5196,50.0115,Saudi Arabia
Mazatlan,23.2211,-106.42,Mexico
Longyan,25.1804,117.03,China
Aurora,39.7084,-104.7274, United States
Bydgoszcz,53.1204,18.01,Poland
Kuantan,3.83,103.32,Malaysia
Gorontalo,0.55,123.07,Indonesia
Nakuru,-0.28,36.07,Kenya
Vladikavkaz,43.0504,44.67,Russia
Larkana,27.5618,68.2068,Pakistan
Christchurch,-43.535,172.63,New Zealand
Stavropol',45.05,41.98,Russia
Sanya,18.2591,109.504,China
Bhagalpur,25.23,86.98,India
Shekhupura,31.72,73.99,Pakistan
Cusco,-13.525,-71.9722,Peru
Tamale,9.4004,-0.84,Ghana
Ulan-Ude,51.825,107.625,Russia
Bobo-Dioulasso,11.18,-4.29,Burkina Faso
Lublin,51.2504,22.5727,Poland
Halifax,44.65,-63.6,Canada
Augsburg,48.35,10.9,Germany
Sungai Petani,5.6497,100.4793,Malaysia
Ad Diwaniyah,31.9889,44.924,Iraq
Taraz,42.9,71.365,Kazakhstan
Toulon,43.1342,5.9188,France
Zanjan,36.67,48.5,Iran
Donostia,43.3204,-1.98,Spain
Iwaki,37.0553,140.89,Japan
Encarnacion,-27.3472,-55.8739,Paraguay
Posadas,-27.3578,-55.8851,Argentina
Fuyu,45.1804,124.82,China
Ca Mau,9.1774,105.15,Vietnam
Asahikawa,43.755,142.38,Japan
Mirpur Khas,25.5318,69.0118,Pakistan
Arkhangel'sk,64.575,40.545,Russia
Wafangdian,39.6259,121.996,China
Ambon,-3.7167,128.2,Indonesia
Orizaba,18.85,-97.13,Mexico
Hongzhai,35.0476,104.6394,China
Santiago del Estero,-27.7833,-64.2667,Argentina
Mito,36.3704,140.48,Japan
Safi,32.32,-9.24,Morocco
Eldoret,0.52,35.27,Kenya
Rahimyar Khan,28.4202,70.2952,Pakistan
Neiva,2.931,-75.3302,Colombia
Anaheim,33.839,-117.8573, United States
Vinnytsya,49.2254,28.4816,Ukraine
Hualien,23.9837,121.6,Taiwan
Kuala Terengganu,5.3304,103.12,Malaysia
Long Xuyen,10.3804,105.42,Vietnam
Viet Tri,21.3304,105.43,Vietnam
Qo`qon,40.5404,70.94,Uzbekistan
Yingmen,39.83,97.73,China
Haarlem,52.3804,4.63,Netherlands
Buon Ma Thuot,12.667,108.05,Vietnam
Chimbote,-9.07,-78.57,Peru
Muzaffarnagar,29.485,77.695,India
Nuevo Laredo,27.5,-99.55,Mexico
Lancaster,34.6934,-118.1753, United States
Sanandaj,35.3,47.02,Iran
Linz,48.3192,14.2888,Austria
Camaguey,21.3808,-77.9169,Cuba
Verona,45.4404,10.99,Italy
Victorville,34.5277,-117.3536, United States
London,42.97,-81.25,Canada
Merida,8.4,-71.13,Venezuela
Charleroi,50.4204,4.45,Belgium
Belgorod,50.63,36.5999,Russia
Kusti,13.17,32.66,Sudan
Al `Amarah,31.8416,47.1512,Iraq
Maebashi,36.3927,139.0727,Japan
Pensacola,30.4427,-87.1886, United States
Kurgan,55.46,65.345,Russia
Kohat,33.6027,71.4327,Pakistan
Vitsyebsk,55.1887,30.1853,Belarus
Piracicaba,-22.71,-47.64,Brazil
Yeosu,34.7368,127.7458,South Korea
Fayetteville,36.0713,-94.166, United States
San Juan,18.4037,-66.0636,Puerto Rico
Corpus Christi,27.7261,-97.3755, United States
Jhang City,31.2804,72.325,Pakistan
Pematangsiantar,2.9614,99.0615,Indonesia
Arusha,-3.36,36.67,Tanzania
Corrientes,-27.49,-58.81,Argentina
Tamuramachi-moriyama,37.41,140.38,Japan
